cascade_id,student_id,accused_by,accusation_date,evidence_strength,outcome,cascade_level,subject,sanction_level
C033,S156,S042,2026-03-27 21:49:54.607636,0.8401751686467963,Appealed,6,CS,Probation
C033,S161,S047,2026-03-23 21:49:54.607636,0.7440377543061452,Pending,7,PHYS,Probation
C033,S141,S108,2026-03-25 21:49:54.607636,0.8435754057639756,Upheld,8,CS,Suspension
C033,S078,S184,2026-03-22 21:49:54.607636,0.5326239570859067,Appealed,9,MATH,Suspension
C033,S118,S001,2026-03-24 21:49:54.607636,0.6474023614096117,Dismissed,10,CS,None
C033,S027,S011,2026-03-25 21:49:54.607636,0.39344584487455453,Upheld,11,ENG,None
C033,S161,S017,2026-03-24 21:49:54.607636,0.7986501447233778,Pending,12,CS,Probation
C033,S158,S101,2026-03-27 21:49:54.607636,0.6841151299370697,Upheld,13,ENG,None
C033,S165,S141,2026-03-22 21:49:54.607636,0.6007883964255423,Pending,14,BIO,Warning
C033,S196,S129,2026-03-25 21:49:54.607636,0.6647898424873658,Upheld,15,MATH,None
C034,S146,S030,2026-06-27 21:49:54.619402,0.5569468741518324,Appealed,0,PHYS,None
C034,S173,S173,2026-06-26 21:49:54.619402,0.4645556465573616,Appealed,1,ENG,Probation
C034,S075,S026,2026-06-28 21:49:54.619402,0.6703761392912531,Pending,2,ENG,Suspension
C034,S013,S165,2026-06-26 21:49:54.619402,0.7961190247528843,Pending,3,CHEM,Warning
C034,S017,S140,2026-06-26 21:49:54.619402,0.430002530315814,Appealed,4,PHYS,Warning
C035,S131,S187,2026-05-22 21:49:54.622194,0.8377631814195691,Pending,0,CHEM,Probation
C035,S175,S104,2026-05-21 21:49:54.622194,0.3375525139799333,Pending,1,BIO,Warning
C035,S069,S038,2026-05-19 21:49:54.622194,0.5642823443504569,Dismissed,2,MATH,Warning
C035,S176,S085,2026-05-24 21:49:54.622194,0.6550936511216995,Dismissed,3,MATH,None
C035,S131,S032,2026-05-21 21:49:54.622194,0.7815481274261364,Upheld,4,PHYS,None
C035,S055,S111,2026-05-22 21:49:54.622194,0.9234757993838578,Upheld,5,ENG,None
C035,S187,S090,2026-05-25 21:49:54.622194,0.5111380913020424,Upheld,6,ENG,Expulsion
C035,S093,S197,2026-05-21 21:49:54.622194,0.8535453130403877,Appealed,7,ENG,Probation
C035,S039,S046,2026-05-20 21:49:54.622194,0.6953219240928364,Upheld,8,PHYS,Expulsion
C035,S069,S004,2026-05-25 21:49:54.622194,0.5245961280343723,Pending,9,CHEM,Warning
C035,S030,S037,2026-05-29 21:49:54.622194,0.6713941439504875,Appealed,10,PHYS,Expulsion
C035,S082,S172,2026-05-23 21:49:54.622194,0.6680466823014285,Dismissed,11,BIO,Warning
C035,S035,S070,2026-05-22 21:49:54.622194,0.8158008466672926,Upheld,12,MATH,Warning
C035,S051,S010,2026-05-18 21:49:54.622194,0.6161211530863855,Dismissed,13,BIO,Expulsion
C035,S053,S079,2026-05-19 21:49:54.622194,0.2581475269000592,Upheld,14,ENG,Expulsion
C036,S121,S167,2026-04-11 21:49:54.630583,0.7336244147634229,Dismissed,0,BIO,Expulsion
C036,S082,S088,2026-04-10 21:49:54.630583,0.33544720378309384,Pending,1,PHYS,Warning
C036,S025,S131,2026-04-14 21:49:54.630583,0.9488922949846342,Upheld,2,ENG,Warning
C036,S007,S132,2026-04-14 21:49:54.630583,0.6903056830575877,Upheld,3,ENG,Expulsion
C036,S175,S020,2026-04-11 21:49:54.630583,0.5992123773538393,Upheld,4,BIO,None
C036,S147,S177,2026-04-11 21:49:54.630583,0.7121139058761857,Dismissed,5,MATH,None
C036,S001,S140,2026-04-11 21:49:54.630583,0.6632250592997297,Upheld,6,PHYS,Suspension
C036,S156,S052,2026-04-11 21:49:54.630583,0.3607239316925716,Dismissed,7,PHYS,Probation
C036,S128,S041,2026-04-11 21:49:54.630583,0.7186260636096239,Upheld,8,CHEM,None
C037,S029,S092,2026-06-08 21:49:54.639176,0.33885224529729946,Dismissed,0,ENG,Warning
C037,S074,S133,2026-06-08 21:49:54.639176,0.5528502515737761,Dismissed,1,CHEM,Warning
C037,S183,S099,2026-06-08 21:49:54.639176,0.9742445391349819,Pending,2,PHYS,Probation
C037,S137,S100,2026-06-08 21:49:54.639176,0.21974526347066403,Upheld,3,PHYS,Suspension
C037,S042,S099,2026-06-09 21:49:54.639176,0.8979653297412332,Appealed,4,CHEM,Expulsion
C037,S040,S175,2026-06-11 21:49:54.639176,0.29966200516495695,Dismissed,5,CS,Probation
C037,S003,S155,2026-06-06 21:49:54.639176,0.8901062041699058,Appealed,6,PHYS,None
C038,S028,S103,2026-03-22 21:49:54.645033,0.7485327958652095,Pending,0,PHYS,Warning
C038,S117,S068,2026-03-20 21:49:54.645033,0.7613312100095097,Upheld,1,CS,Expulsion
C038,S065,S068,2026-03-20 21:49:54.645033,0.4071944525366341,Upheld,2,CHEM,Expulsion
C038,S107,S047,2026-03-20 21:49:54.645033,0.14907568412523337,Dismissed,3,ENG,Probation
C038,S015,S193,2026-03-17 21:49:54.645033,0.4717311375412537,Upheld,4,MATH,Expulsion
C039,S117,S110,2026-07-11 21:49:54.648625,0.4616035552703298,Appealed,0,BIO,Suspension
C039,S045,S194,2026-07-11 21:49:54.648625,0.6693683671010128,Pending,1,BIO,Suspension
C039,S024,S005,2026-07-12 21:49:54.648625,0.1074843291929075,Appealed,2,CS,Probation
C039,S190,S131,2026-07-13 21:49:54.648625,0.7494054048049481,Dismissed,3,BIO,Warning
C039,S120,S105,2026-07-13 21:49:54.648625,0.8561655529741297,Upheld,4,MATH,Probation
C039,S038,S097,2026-07-15 21:49:54.648625,0.7737952917879495,Pending,5,ENG,Probation
C039,S130,S098,2026-07-12 21:49:54.648625,0.8210410142223378,Dismissed,6,CS,Probation
C039,S105,S152,2026-07-09 21:49:54.648625,0.6468482986069951,Pending,7,BIO,Probation
C039,S157,S149,2026-07-08 21:49:54.648625,0.894759832637281,Appealed,8,CHEM,Warning
C039,S019,S138,2026-07-09 21:49:54.648625,0.5412241861172372,Upheld,9,ENG,None
C039,S079,S174,2026-07-15 21:49:54.648625,0.24515197097443123,Pending,10,PHYS,Probation
C039,S028,S186,2026-07-10 21:49:54.648625,0.38164280236364206,Upheld,11,BIO,Warning
C039,S016,S032,2026-07-12 21:49:54.648625,0.5202909933556937,Appealed,12,PHYS,Expulsion
C039,S055,S023,2026-07-13 21:49:54.648625,0.7864615656343162,Upheld,13,MATH,Expulsion
C039,S061,S108,2026-07-14 21:49:54.648625,0.5147697568365998,Dismissed,14,ENG,Warning
C039,S022,S045,2026-07-11 21:49:54.648625,0.5310270168470325,Dismissed,15,MATH,Expulsion
C039,S056,S193,2026-07-16 21:49:54.648625,0.2728250492980791,Upheld,16,CS,Expulsion
C040,S198,S019,2026-04-04 21:49:54.657795,0.8238790554925324,Dismissed,0,BIO,Warning
C040,S119,S127,2026-04-08 21:49:54.657795,0.7300474127547563,Appealed,1,BIO,Warning
C040,S169,S159,2026-04-05 21:49:54.657795,0.5687150655400853,Upheld,2,ENG,Suspension
C040,S138,S110,2026-04-09 21:49:54.657795,0.9039363916870367,Pending,3,PHYS,None
C040,S154,S010,2026-04-06 21:49:54.657795,0.6201556994965407,Pending,4,BIO,None
C040,S122,S024,2026-04-07 21:49:54.657795,0.9634083392908843,Dismissed,5,ENG,Probation
C040,S028,S096,2026-04-06 21:49:54.657795,0.9454634820769275,Upheld,6,CHEM,Expulsion
C040,S043,S135,2026-04-12 21:49:54.657795,0.7129823117821285,Upheld,7,ENG,Expulsion
C040,S009,S139,2026-04-07 21:49:54.657795,0.7424706915498598,Pending,8,PHYS,None
C040,S122,S092,2026-04-07 21:49:54.657795,0.6697354217469121,Dismissed,9,MATH,Suspension
C040,S050,S063,2026-04-10 21:49:54.657795,0.4337223693295126,Dismissed,10,MATH,Suspension
C040,S185,S058,2026-04-10 21:49:54.657795,0.8221495950981204,Upheld,11,ENG,Probation
C040,S054,S123,2026-04-12 21:49:54.657795,0.5137892688395601,Appealed,12,ENG,Warning
C040,S064,S024,2026-04-12 21:49:54.657795,0.5462374699774305,Pending,13,ENG,Expulsion
C040,S055,S090,2026-04-05 21:49:54.657795,0.3072716313935787,Appealed,14,CS,Probation
C041,S092,S186,2026-06-25 21:49:54.667273,0.6726532621222778,Appealed,0,PHYS,None
C041,S195,S020,2026-06-20 21:49:54.667273,0.10814734870743967,Upheld,1,PHYS,None
C041,S166,S066,2026-06-20 21:49:54.667273,0.4666702658962188,Appealed,2,MATH,Probation
C041,S042,S103,2026-06-21 21:49:54.667273,0.5644673990614633,Dismissed,3,BIO,Warning
C041,S110,S123,2026-06-19 21:49:54.667273,0.3415904437018096,Pending,4,PHYS,Warning
C041,S060,S101,2026-06-23 21:49:54.667273,0.44151895839271543,Pending,5,ENG,Probation
C041,S014,S007,2026-06-20 21:49:54.667273,0.4783135052762465,Dismissed,6,MATH,None
C041,S073,S065,2026-06-22 21:49:54.667273,0.5905496155692601,Upheld,7,BIO,Warning
C042,S195,S128,2026-03-30 21:49:54.671911,0.7473966372460205,Dismissed,0,CHEM,Suspension
C042,S050,S037,2026-03-31 21:49:54.671911,0.39486835798715186,Dismissed,1,PHYS,Warning
C042,S042,S039,2026-04-03 21:49:54.671911,0.32319225000920676,Pending,2,MATH,Warning
C043,S164,S168,2026-06-29 21:49:54.673976,0.6834294931921869,Pending,0,MATH,Suspension
C043,S035,S025,2026-06-28 21:49:54.673976,0.35277073805144177,Dismissed,1,ENG,Warning
C043,S116,S181,2026-06-29 21:49:54.673976,0.8120563447545236,Upheld,2,CS,None
C043,S144,S178,2026-07-01 21:49:54.673976,0.6517057804794754,Pending,3,CHEM,Warning
C043,S061,S124,2026-06-29 21:49:54.673976,0.5141172509966297,Upheld,4,MATH,Suspension
C043,S120,S096,2026-06-29 21:49:54.673976,0.8370829323877309,Dismissed,5,MATH,Probation
C043,S072,S023,2026-06-27 21:49:54.673976,0.5066547822903085,Pending,6,BIO,Expulsion
C043,S160,S132,2026-06-29 21:49:54.673976,0.6975634855289944,Upheld,7,BIO,Warning
C043,S054,S121,2026-06-29 21:49:54.673976,0.6845170634025558,Upheld,8,MATH,Warning
C044,S115,S190,2026-07-31 21:49:54.679117,0.776954253140853,Appealed,0,BIO,None
C044,S076,S090,2026-07-30 21:49:54.679117,0.5385193558412954,Dismissed,1,MATH,Warning
C044,S151,S186,2026-07-30 21:49:54.679117,0.42885579059342954,Upheld,2,PHYS,None
C044,S098,S157,2026-07-31 21:49:54.679117,0.361071734391432,Pending,3,ENG,Suspension
C044,S044,S183,2026-07-31 21:49:54.679117,0.4699411517753002,Upheld,4,MATH,Suspension
C044,S062,S128,2026-08-02 21:49:54.679117,0.4548533670371477,Dismissed,5,CS,Probation
C044,S074,S054,2026-07-28 21:49:54.679117,0.4267975668528287,Upheld,6,BIO,Expulsion
C044,S014,S101,2026-07-30 21:49:54.679117,0.43933026002385683,Upheld,7,ENG,None
C044,S167,S186,2026-08-03 21:49:54.679117,0.3271326196806456,Upheld,8,CHEM,Probation
C044,S143,S034,2026-07-31 21:49:54.679117,0.5855465551094073,Appealed,9,CS,Expulsion
C044,S079,S166,2026-08-01 21:49:54.679117,0.8467625232967088,Dismissed,10,ENG,None
C044,S099,S153,2026-08-02 21:49:54.679117,0.7085338001973239,Upheld,11,CHEM,Warning
C044,S180,S197,2026-08-02 21:49:54.679117,0.8313783295409602,Dismissed,12,CHEM,Warning
C044,S095,S020,2026-07-30 21:49:54.679117,0.7460747221587396,Upheld,13,MATH,Expulsion
C044,S063,S116,2026-08-01 21:49:54.679117,0.5940749587828317,Dismissed,14,PHYS,Probation
C044,S175,S188,2026-07-30 21:49:54.679117,0.504191979829476,Dismissed,15,MATH,Warning
C044,S167,S138,2026-07-28 21:49:54.679117,0.8467011678247561,Dismissed,16,ENG,Suspension
C045,S118,S091,2026-07-31 21:49:54.688429,0.8913650080672127,Pending,0,ENG,Probation
C045,S030,S089,2026-07-31 21:49:54.688429,0.2828603276172539,Dismissed,1,PHYS,Probation
C045,S095,S091,2026-08-03 21:49:54.688429,0.2830071360409488,Upheld,2,MATH,Warning
C045,S099,S003,2026-08-01 21:49:54.688429,0.14409873527625144,Upheld,3,PHYS,Probation
C045,S200,S124,2026-07-29 21:49:54.688429,0.4951577429656651,Dismissed,4,CHEM,None
C045,S171,S136,2026-08-03 21:49:54.688429,0.8225326701095408,Upheld,5,MATH,Probation
C046,S140,S025,2026-07-23 21:49:54.691658,0.7059641269026657,Dismissed,0,CHEM,None
C046,S109,S018,2026-07-28 21:49:54.691658,0.4212800029663294,Upheld,1,MATH,Warning
C046,S038,S164,2026-07-24 21:49:54.691658,0.7888212691653437,Pending,2,CHEM,Warning
C046,S109,S102,2026-07-25 21:49:54.691658,0.4386118704067975,Appealed,3,CS,Warning
C046,S035,S065,2026-07-26 21:49:54.691658,0.6043784495148726,Pending,4,PHYS,Warning
C047,S161,S184,2026-05-29 21:49:54.694362,0.8911545542193593,Pending,0,BIO,Suspension
C047,S111,S184,2026-05-28 21:49:54.694362,0.3615370372550777,Upheld,1,PHYS,Probation
C047,S144,S033,2026-05-28 21:49:54.694362,0.8092341008864498,Dismissed,2,CS,Warning
C047,S124,S017,2026-06-01 21:49:54.694362,0.6326021124792104,Pending,3,CHEM,Probation
C047,S092,S070,2026-05-27 21:49:54.694362,0.8627464525731966,Upheld,4,CS,Probation
C047,S179,S163,2026-05-25 21:49:54.694362,0.8337807344338339,Upheld,5,PHYS,None
C047,S143,S113,2026-05-28 21:49:54.694362,0.8818663563303852,Upheld,6,ENG,Probation
C048,S199,S058,2026-04-04 21:49:54.698742,0.8251990634648496,Pending,0,CHEM,Warning
C048,S023,S191,2026-03-31 21:49:54.698742,0.6055472956230884,Dismissed,1,PHYS,None
C048,S013,S176,2026-03-31 21:49:54.698742,0.38705652772317295,Dismissed,2,BIO,Warning
C048,S187,S120,2026-04-02 21:49:54.698742,0.3103558241223409,Pending,3,PHYS,Warning
C048,S169,S048,2026-04-02 21:49:54.698742,0.47025592903887614,Upheld,4,CHEM,Warning
C048,S105,S146,2026-04-02 21:49:54.698742,0.5458296443382475,Dismissed,5,ENG,Probation
C048,S019,S065,2026-04-05 21:49:54.698742,0.638556426767147,Upheld,6,MATH,Expulsion
C048,S017,S193,2026-03-31 21:49:54.698742,0.5383778635728237,Pending,7,BIO,Warning
C048,S182,S124,2026-04-01 21:49:54.698742,0.6320011612988193,Pending,8,BIO,Probation
C048,S056,S008,2026-04-02 21:49:54.698742,0.4887372196407872,Upheld,9,BIO,Warning
C048,S045,S148,2026-03-30 21:49:54.698742,0.38561535082296294,Dismissed,10,PHYS,Warning
C048,S070,S020,2026-03-30 21:49:54.698742,0.6504376532412587,Upheld,11,MATH,Warning
C049,S067,S070,2026-07-16 21:49:54.705182,0.8361280056588498,Appealed,0,MATH,Warning
C049,S102,S086,2026-07-15 21:49:54.705182,0.3988615295324877,Appealed,1,ENG,Suspension
C049,S126,S183,2026-07-14 21:49:54.705182,0.7518084023640541,Upheld,2,MATH,Suspension
C049,S191,S198,2026-07-15 21:49:54.705182,0.045424149236744114,Upheld,3,BIO,Probation
C049,S056,S041,2026-07-12 21:49:54.705182,0.8791307649445204,Pending,4,CHEM,Suspension
C049,S018,S021,2026-07-16 21:49:54.705182,0.8057525590375462,Upheld,5,CS,Warning
C049,S042,S128,2026-07-18 21:49:54.705182,0.5851976266397435,Upheld,6,BIO,Probation
