date,violation_type,severity,course,reported_by,investigation_duration,appealed
2025-05-04,Plagiarism,Major,MATH101,Administrator,20,False
2025-05-04,Plagiarism,Minor,MATH101,Administrator,15,False
2025-05-04,Plagiarism,Minor,CS101,Administrator,6,True
2025-05-04,Plagiarism,Minor,MATH101,Peer,20,False
2025-05-04,Fabrication,Moderate,CS201,Instructor,14,True
2025-05-05,Facilitation,Minor,ENG101,Instructor,10,False
2025-05-05,Plagiarism,Moderate,ENG101,TA,17,True
2025-05-05,Plagiarism,Moderate,PHYS101,Instructor,25,True
2025-05-05,Unauthorized AI Use,Moderate,CS201,Instructor,11,False
2025-05-05,Unauthorized AI Use,Major,MATH101,Peer,18,True
2025-05-05,Plagiarism,Major,CS201,Administrator,22,True
2025-05-05,Cheating,Major,CS201,Administrator,13,False
2025-05-05,Fabrication,Major,CS201,TA,13,False
2025-05-05,Cheating,Moderate,PHYS101,TA,20,False
2025-05-05,Cheating,Minor,PHYS101,Instructor,15,False
2025-05-06,Plagiarism,Major,ENG101,Administrator,16,True
2025-05-06,Facilitation,Major,MATH101,Administrator,24,False
2025-05-07,Fabrication,Moderate,ENG101,Instructor,10,False
2025-05-07,Facilitation,Minor,CS101,TA,17,False
2025-05-07,Cheating,Moderate,CS101,Instructor,11,False
2025-05-07,Facilitation,Minor,MATH101,Instructor,20,False
2025-05-07,Fabrication,Moderate,CS101,Administrator,12,False
2025-05-07,Plagiarism,Minor,ENG101,Peer,17,False
2025-05-07,Facilitation,Minor,MATH101,Administrator,20,False
2025-05-07,Plagiarism,Major,CS201,TA,14,False
2025-05-07,Cheating,Moderate,CS101,Instructor,16,True
2025-05-07,Cheating,Minor,ENG101,Instructor,11,False
2025-05-07,Plagiarism,Moderate,CS201,Administrator,14,False
2025-05-07,Cheating,Moderate,MATH101,Peer,15,False
2025-05-07,Cheating,Moderate,CS101,Peer,20,False
2025-05-07,Plagiarism,Moderate,ENG101,Peer,14,False
2025-05-08,Fabrication,Moderate,MATH101,Instructor,10,False
2025-05-08,Plagiarism,Moderate,ENG101,TA,11,False
2025-05-08,Cheating,Minor,MATH101,Instructor,10,False
2025-05-08,Fabrication,Moderate,PHYS101,Peer,14,False
2025-05-08,Facilitation,Moderate,CS201,Administrator,13,False
2025-05-08,Plagiarism,Minor,ENG101,Administrator,12,True
2025-05-08,Fabrication,Major,CS101,Instructor,10,False
2025-05-08,Plagiarism,Major,ENG101,Administrator,18,False
2025-05-08,Cheating,Minor,CS201,Administrator,15,True
2025-05-09,Unauthorized AI Use,Minor,CS201,Instructor,19,False
2025-05-09,Fabrication,Moderate,ENG101,TA,16,False
2025-05-09,Plagiarism,Moderate,MATH101,Administrator,17,True
2025-05-09,Plagiarism,Moderate,PHYS101,Instructor,20,True
2025-05-09,Fabrication,Major,MATH101,Administrator,17,False
2025-05-09,Cheating,Minor,CS101,Administrator,12,False
2025-05-09,Fabrication,Major,ENG101,Administrator,16,False
2025-05-10,Unauthorized AI Use,Minor,PHYS101,Instructor,19,False
2025-05-10,Plagiarism,Minor,PHYS101,Instructor,16,False
2025-05-10,Plagiarism,Moderate,ENG101,TA,16,False
2025-05-10,Cheating,Major,PHYS101,TA,13,True
2025-05-10,Facilitation,Moderate,CS201,Administrator,16,False
2025-05-10,Unauthorized AI Use,Major,CS101,Peer,23,False
2025-05-10,Cheating,Major,MATH101,TA,12,False
2025-05-10,Plagiarism,Moderate,CS201,TA,8,False
2025-05-11,Unauthorized AI Use,Major,CS101,Peer,17,False
2025-05-11,Cheating,Moderate,PHYS101,Peer,10,True
2025-05-11,Plagiarism,Major,CS101,Peer,22,False
2025-05-11,Fabrication,Minor,CS101,TA,16,False
2025-05-12,Fabrication,Minor,CS201,Administrator,17,False
2025-05-12,Unauthorized AI Use,Moderate,MATH101,TA,13,False
2025-05-12,Plagiarism,Major,MATH101,Administrator,21,False
2025-05-12,Cheating,Moderate,CS201,Peer,23,False
2025-05-12,Cheating,Moderate,CS201,Instructor,19,False
2025-05-12,Unauthorized AI Use,Major,CS101,Instructor,15,False
2025-05-13,Fabrication,Major,ENG101,Administrator,11,False
2025-05-13,Plagiarism,Major,CS201,TA,16,False
2025-05-13,Fabrication,Major,CS201,TA,23,False
2025-05-13,Plagiarism,Minor,CS101,Peer,13,False
2025-05-13,Unauthorized AI Use,Moderate,MATH101,Administrator,18,False
2025-05-13,Plagiarism,Minor,PHYS101,Peer,17,False
2025-05-13,Plagiarism,Moderate,CS201,Instructor,21,False
2025-05-13,Cheating,Moderate,CS201,Peer,18,False
2025-05-13,Cheating,Minor,ENG101,Administrator,15,False
2025-05-13,Cheating,Moderate,CS201,TA,8,False
2025-05-14,Unauthorized AI Use,Major,CS101,TA,12,True
2025-05-14,Plagiarism,Minor,MATH101,Instructor,14,True
2025-05-14,Facilitation,Major,PHYS101,Administrator,15,False
2025-05-14,Facilitation,Moderate,PHYS101,TA,12,False
2025-05-14,Plagiarism,Moderate,MATH101,Instructor,10,False
2025-05-14,Plagiarism,Major,PHYS101,Instructor,17,False
2025-05-14,Cheating,Moderate,CS201,TA,11,False
2025-05-14,Plagiarism,Major,CS201,Peer,13,True
2025-05-15,Cheating,Minor,PHYS101,Instructor,14,False
2025-05-15,Cheating,Major,PHYS101,Administrator,17,False
2025-05-15,Unauthorized AI Use,Major,CS201,TA,16,True
2025-05-15,Cheating,Moderate,PHYS101,Instructor,21,False
2025-05-15,Fabrication,Minor,CS101,Administrator,17,False
2025-05-15,Plagiarism,Moderate,CS201,Peer,19,False
2025-05-15,Plagiarism,Moderate,ENG101,Instructor,24,False
2025-05-16,Plagiarism,Major,CS201,TA,12,False
2025-05-16,Cheating,Minor,CS101,Instructor,18,False
2025-05-16,Plagiarism,Moderate,CS101,Instructor,10,False
2025-05-16,Fabrication,Minor,CS201,Peer,13,False
2025-05-16,Cheating,Moderate,MATH101,Peer,11,False
2025-05-16,Plagiarism,Major,CS201,Instructor,17,False
2025-05-16,Fabrication,Minor,MATH101,Administrator,16,False
2025-05-16,Fabrication,Major,PHYS101,Peer,14,False
2025-05-17,Plagiarism,Minor,CS201,Peer,17,False
2025-05-17,Cheating,Moderate,ENG101,Administrator,13,False
2025-05-17,Unauthorized AI Use,Minor,PHYS101,Instructor,15,False
2025-05-17,Plagiarism,Moderate,PHYS101,TA,10,False
2025-05-17,Cheating,Major,MATH101,Peer,15,False
2025-05-18,Unauthorized AI Use,Major,CS201,TA,17,True
2025-05-18,Plagiarism,Moderate,CS201,TA,15,False
2025-05-18,Plagiarism,Moderate,CS201,Instructor,12,False
2025-05-18,Plagiarism,Major,CS101,TA,19,False
2025-05-18,Facilitation,Major,CS201,TA,12,False
2025-05-18,Fabrication,Major,ENG101,Administrator,13,False
2025-05-18,Fabrication,Moderate,PHYS101,Instructor,15,False
2025-05-18,Unauthorized AI Use,Minor,PHYS101,TA,16,False
2025-05-19,Cheating,Minor,ENG101,TA,17,True
2025-05-19,Fabrication,Major,CS201,TA,10,False
2025-05-19,Plagiarism,Major,ENG101,Peer,16,True
2025-05-19,Cheating,Minor,PHYS101,Peer,13,True
2025-05-19,Fabrication,Major,CS201,Instructor,14,False
2025-05-20,Cheating,Major,MATH101,Administrator,9,False
2025-05-20,Plagiarism,Major,CS101,Instructor,11,True
2025-05-20,Facilitation,Moderate,MATH101,Peer,10,False
2025-05-20,Unauthorized AI Use,Moderate,CS201,Instructor,18,False
2025-05-21,Cheating,Moderate,CS201,TA,16,False
2025-05-21,Plagiarism,Moderate,CS101,Peer,10,False
2025-05-21,Cheating,Major,CS201,TA,10,False
2025-05-21,Plagiarism,Moderate,CS201,TA,9,False
2025-05-21,Cheating,Moderate,CS101,Administrator,18,False
2025-05-21,Cheating,Minor,PHYS101,Administrator,10,False
2025-05-22,Cheating,Moderate,ENG101,Instructor,14,False
2025-05-22,Cheating,Minor,CS201,Instructor,14,False
2025-05-22,Fabrication,Minor,CS201,Instructor,13,False
2025-05-22,Plagiarism,Moderate,CS101,Peer,13,True
2025-05-22,Plagiarism,Minor,PHYS101,Peer,13,False
2025-05-22,Unauthorized AI Use,Moderate,PHYS101,TA,26,True
2025-05-23,Fabrication,Moderate,ENG101,TA,11,False
2025-05-23,Unauthorized AI Use,Minor,CS101,TA,18,False
2025-05-23,Facilitation,Moderate,CS101,Instructor,21,False
2025-05-23,Cheating,Moderate,CS201,Instructor,22,True
2025-05-23,Plagiarism,Minor,MATH101,Administrator,15,False
2025-05-23,Cheating,Major,PHYS101,Administrator,15,False
2025-05-23,Cheating,Major,ENG101,Peer,14,False
2025-05-23,Fabrication,Major,CS101,Instructor,17,False
2025-05-24,Unauthorized AI Use,Moderate,ENG101,Peer,17,True
2025-05-24,Facilitation,Moderate,PHYS101,Administrator,17,False
2025-05-24,Fabrication,Moderate,CS101,Peer,13,True
2025-05-24,Unauthorized AI Use,Minor,PHYS101,Instructor,14,True
2025-05-24,Fabrication,Major,CS201,Peer,12,False
2025-05-24,Cheating,Minor,ENG101,Peer,12,False
2025-05-24,Fabrication,Moderate,MATH101,TA,15,False
2025-05-24,Fabrication,Moderate,PHYS101,Instructor,15,False
2025-05-24,Unauthorized AI Use,Moderate,ENG101,Instructor,13,False
2025-05-25,Cheating,Minor,PHYS101,Peer,20,False
2025-05-25,Unauthorized AI Use,Moderate,MATH101,Peer,18,False
2025-05-25,Cheating,Moderate,MATH101,Administrator,12,False
2025-05-25,Cheating,Moderate,CS201,Instructor,17,False
2025-05-25,Fabrication,Moderate,ENG101,Administrator,23,True
2025-05-26,Unauthorized AI Use,Minor,MATH101,TA,12,False
2025-05-26,Cheating,Minor,CS101,TA,13,False
2025-05-26,Unauthorized AI Use,Major,CS101,Peer,14,False
2025-05-26,Fabrication,Minor,ENG101,Peer,9,False
2025-05-26,Plagiarism,Major,PHYS101,TA,18,False
2025-05-27,Fabrication,Minor,ENG101,Instructor,5,False
2025-05-27,Unauthorized AI Use,Moderate,PHYS101,TA,13,False
2025-05-27,Cheating,Minor,MATH101,Peer,21,True
2025-05-27,Plagiarism,Moderate,MATH101,TA,15,True
2025-05-27,Unauthorized AI Use,Moderate,CS101,TA,13,False
2025-05-27,Facilitation,Major,CS201,Instructor,15,False
2025-05-27,Cheating,Minor,CS101,Peer,16,False
2025-05-27,Plagiarism,Minor,ENG101,TA,20,False
2025-05-27,Fabrication,Minor,CS101,TA,19,False
2025-05-28,Cheating,Minor,MATH101,TA,17,False
2025-05-28,Fabrication,Major,PHYS101,Administrator,17,False
2025-05-28,Unauthorized AI Use,Moderate,MATH101,Administrator,19,True
2025-05-28,Cheating,Minor,ENG101,Administrator,15,True
2025-05-28,Cheating,Major,ENG101,Instructor,11,True
2025-05-28,Unauthorized AI Use,Minor,ENG101,Administrator,14,False
2025-05-28,Plagiarism,Minor,CS101,Peer,10,False
2025-05-29,Fabrication,Major,ENG101,TA,14,False
2025-05-29,Cheating,Major,PHYS101,Peer,14,False
2025-05-29,Cheating,Moderate,CS201,Administrator,16,False
2025-05-29,Unauthorized AI Use,Major,ENG101,Peer,17,False
2025-05-29,Plagiarism,Moderate,MATH101,TA,9,False
2025-05-29,Plagiarism,Minor,MATH101,TA,13,False
2025-05-29,Fabrication,Moderate,MATH101,Administrator,11,True
2025-05-29,Plagiarism,Moderate,CS101,Peer,13,False
2025-05-29,Plagiarism,Major,PHYS101,Peer,18,False
2025-05-29,Plagiarism,Major,CS101,Peer,25,False
2025-05-29,Fabrication,Moderate,CS201,Administrator,14,True
2025-05-30,Plagiarism,Minor,PHYS101,Administrator,17,False
2025-05-30,Unauthorized AI Use,Moderate,ENG101,Peer,13,False
2025-05-30,Plagiarism,Major,ENG101,TA,18,False
2025-05-30,Cheating,Major,CS201,TA,17,False
2025-05-30,Plagiarism,Moderate,ENG101,Administrator,18,False
2025-05-31,Cheating,Moderate,PHYS101,Peer,13,False
2025-05-31,Cheating,Moderate,MATH101,Instructor,12,False
2025-05-31,Facilitation,Moderate,CS101,Peer,21,False
2025-05-31,Plagiarism,Major,MATH101,TA,11,False
2025-05-31,Unauthorized AI Use,Minor,CS101,Administrator,20,False
2025-05-31,Fabrication,Minor,CS201,Instructor,16,False
2025-05-31,Facilitation,Moderate,PHYS101,TA,13,False
2025-06-01,Unauthorized AI Use,Major,MATH101,Administrator,18,False
2025-06-01,Cheating,Minor,CS201,Instructor,9,False
2025-06-01,Unauthorized AI Use,Major,CS201,Administrator,13,False
2025-06-01,Plagiarism,Minor,CS101,Peer,11,False
2025-06-01,Plagiarism,Major,MATH101,Instructor,11,False
2025-06-02,Plagiarism,Minor,MATH101,TA,20,False
2025-06-02,Fabrication,Moderate,PHYS101,Administrator,23,False
2025-06-02,Unauthorized AI Use,Minor,CS101,Peer,14,True
2025-06-03,Cheating,Major,PHYS101,Peer,10,False
2025-06-03,Cheating,Minor,CS201,Peer,14,False
2025-06-03,Fabrication,Moderate,CS101,Peer,11,False
2025-06-03,Plagiarism,Major,MATH101,Administrator,12,False
2025-06-03,Plagiarism,Moderate,ENG101,Administrator,16,False
2025-06-03,Plagiarism,Minor,CS101,Administrator,18,False
2025-06-03,Cheating,Major,CS201,Peer,21,False
2025-06-03,Unauthorized AI Use,Major,PHYS101,Instructor,8,False
2025-06-04,Plagiarism,Moderate,CS101,Administrator,14,False
2025-06-04,Cheating,Major,CS101,Administrator,18,False
2025-06-04,Cheating,Moderate,MATH101,TA,13,False
2025-06-04,Unauthorized AI Use,Moderate,MATH101,Instructor,17,False
2025-06-04,Cheating,Major,ENG101,Administrator,18,False
2025-06-05,Plagiarism,Moderate,ENG101,Peer,14,True
2025-06-05,Fabrication,Major,ENG101,Administrator,11,False
2025-06-06,Plagiarism,Minor,MATH101,TA,7,False
2025-06-06,Plagiarism,Moderate,CS201,Instructor,13,False
2025-06-06,Unauthorized AI Use,Minor,CS101,Instructor,9,False
2025-06-07,Fabrication,Moderate,CS201,Peer,21,False
2025-06-07,Plagiarism,Minor,PHYS101,Administrator,12,False
2025-06-07,Unauthorized AI Use,Moderate,CS201,TA,17,False
2025-06-08,Plagiarism,Major,MATH101,Administrator,24,False
2025-06-08,Plagiarism,Major,PHYS101,Administrator,16,False
2025-06-08,Cheating,Moderate,MATH101,Administrator,9,False
2025-06-08,Cheating,Minor,PHYS101,Administrator,20,False
2025-06-09,Unauthorized AI Use,Moderate,PHYS101,Instructor,13,True
2025-06-09,Plagiarism,Moderate,PHYS101,TA,18,False
2025-06-09,Cheating,Moderate,PHYS101,TA,11,False
2025-06-09,Cheating,Minor,PHYS101,Administrator,15,True
2025-06-09,Plagiarism,Moderate,ENG101,Administrator,17,False
2025-06-10,Unauthorized AI Use,Moderate,PHYS101,Administrator,18,False
2025-06-10,Cheating,Minor,MATH101,TA,14,False
2025-06-10,Unauthorized AI Use,Moderate,CS101,TA,21,False
2025-06-10,Unauthorized AI Use,Major,CS101,Peer,13,False
2025-06-11,Cheating,Major,ENG101,Instructor,29,False
2025-06-11,Cheating,Moderate,MATH101,Instructor,14,False
2025-06-11,Cheating,Minor,ENG101,TA,13,False
2025-06-11,Plagiarism,Major,PHYS101,TA,18,False
2025-06-11,Cheating,Major,CS101,Administrator,18,False
2025-06-12,Plagiarism,Major,ENG101,TA,18,False
2025-06-12,Cheating,Moderate,CS201,Administrator,22,False
2025-06-12,Cheating,Minor,PHYS101,Instructor,21,False
2025-06-12,Unauthorized AI Use,Minor,MATH101,Peer,14,False
2025-06-12,Fabrication,Major,ENG101,Peer,12,False
2025-06-12,Plagiarism,Major,CS201,Peer,10,False
2025-06-13,Fabrication,Moderate,CS101,TA,12,False
2025-06-13,Cheating,Moderate,PHYS101,Administrator,15,False
2025-06-13,Fabrication,Minor,CS201,TA,17,True
2025-06-13,Plagiarism,Major,CS101,Administrator,14,True
2025-06-14,Plagiarism,Major,CS201,Administrator,13,False
2025-06-14,Plagiarism,Major,MATH101,TA,10,False
2025-06-14,Fabrication,Moderate,MATH101,Administrator,11,False
2025-06-14,Unauthorized AI Use,Major,CS201,TA,14,False
2025-06-14,Unauthorized AI Use,Moderate,ENG101,Peer,18,False
2025-06-14,Unauthorized AI Use,Major,ENG101,Instructor,16,False
2025-06-15,Plagiarism,Major,PHYS101,Administrator,19,False
2025-06-15,Fabrication,Moderate,ENG101,Administrator,15,False
2025-06-15,Unauthorized AI Use,Major,PHYS101,Administrator,24,False
2025-06-15,Unauthorized AI Use,Moderate,MATH101,Instructor,16,False
2025-06-15,Fabrication,Moderate,PHYS101,TA,11,True
2025-06-15,Plagiarism,Moderate,ENG101,Peer,12,False
2025-06-16,Cheating,Moderate,CS201,TA,14,False
2025-06-16,Plagiarism,Major,PHYS101,Peer,18,False
2025-06-16,Plagiarism,Moderate,ENG101,Administrator,15,False
2025-06-16,Plagiarism,Moderate,PHYS101,Administrator,12,False
2025-06-16,Plagiarism,Major,ENG101,TA,9,False
2025-06-16,Unauthorized AI Use,Moderate,CS201,Instructor,21,False
2025-06-16,Unauthorized AI Use,Moderate,ENG101,Administrator,13,True
2025-06-16,Facilitation,Moderate,ENG101,Administrator,8,False
2025-06-16,Unauthorized AI Use,Moderate,MATH101,TA,12,False
2025-06-17,Plagiarism,Moderate,CS101,TA,13,False
2025-06-17,Cheating,Moderate,MATH101,Instructor,11,False
2025-06-17,Cheating,Moderate,CS101,Peer,19,False
2025-06-17,Unauthorized AI Use,Major,ENG101,Administrator,12,False
2025-06-17,Plagiarism,Moderate,CS101,TA,15,False
2025-06-18,Unauthorized AI Use,Moderate,CS201,Administrator,12,False
2025-06-18,Plagiarism,Major,PHYS101,TA,9,False
2025-06-18,Unauthorized AI Use,Moderate,PHYS101,Peer,13,False
2025-06-18,Unauthorized AI Use,Moderate,CS101,TA,21,False
2025-06-18,Plagiarism,Moderate,MATH101,Peer,15,False
2025-06-18,Fabrication,Minor,PHYS101,Administrator,11,False
2025-06-18,Unauthorized AI Use,Minor,PHYS101,Peer,13,False
2025-06-18,Fabrication,Major,ENG101,Peer,14,False
2025-06-18,Unauthorized AI Use,Major,CS201,TA,20,False
2025-06-18,Plagiarism,Moderate,MATH101,Administrator,19,False
2025-06-19,Plagiarism,Major,ENG101,Peer,20,False
2025-06-19,Plagiarism,Minor,CS201,Instructor,9,False
2025-06-19,Fabrication,Minor,PHYS101,Administrator,24,False
2025-06-19,Facilitation,Major,PHYS101,Peer,14,False
2025-06-19,Facilitation,Moderate,CS101,Instructor,17,False
2025-06-19,Cheating,Moderate,ENG101,Peer,17,True
2025-06-19,Unauthorized AI Use,Major,ENG101,TA,10,False
2025-06-19,Plagiarism,Minor,MATH101,TA,14,False
2025-06-19,Cheating,Minor,CS201,Peer,15,True
2025-06-19,Facilitation,Minor,MATH101,Administrator,12,True
2025-06-19,Cheating,Minor,PHYS101,Peer,16,False
2025-06-19,Fabrication,Moderate,ENG101,TA,19,False
2025-06-20,Cheating,Major,MATH101,TA,14,False
2025-06-20,Cheating,Moderate,MATH101,Administrator,19,False
2025-06-20,Plagiarism,Minor,MATH101,Instructor,14,False
2025-06-20,Cheating,Moderate,CS101,TA,13,False
2025-06-20,Plagiarism,Moderate,CS101,Peer,19,False
2025-06-21,Cheating,Minor,ENG101,Instructor,12,False
2025-06-21,Plagiarism,Moderate,MATH101,TA,16,False
2025-06-21,Cheating,Minor,CS101,TA,18,False
2025-06-21,Plagiarism,Moderate,CS101,Instructor,19,False
2025-06-21,Plagiarism,Moderate,CS201,Peer,13,False
2025-06-21,Cheating,Major,MATH101,TA,18,False
2025-06-21,Facilitation,Moderate,MATH101,Instructor,12,False
2025-06-21,Cheating,Moderate,ENG101,Peer,12,False
2025-06-21,Unauthorized AI Use,Moderate,CS201,Peer,15,False
2025-06-22,Plagiarism,Major,CS201,TA,22,False
2025-06-22,Fabrication,Moderate,CS101,TA,17,True
2025-06-22,Cheating,Minor,PHYS101,TA,20,False
2025-06-22,Plagiarism,Major,PHYS101,TA,19,False
2025-06-22,Cheating,Moderate,ENG101,TA,23,False
2025-06-22,Unauthorized AI Use,Moderate,ENG101,TA,12,False
2025-06-23,Plagiarism,Major,ENG101,Peer,15,False
2025-06-23,Cheating,Moderate,ENG101,Peer,18,False
2025-06-23,Unauthorized AI Use,Moderate,PHYS101,TA,17,False
2025-06-23,Facilitation,Moderate,MATH101,Administrator,17,False
2025-06-23,Cheating,Moderate,MATH101,TA,13,False
2025-06-23,Fabrication,Minor,CS201,Instructor,15,False
2025-06-23,Unauthorized AI Use,Major,MATH101,Administrator,21,True
2025-06-23,Plagiarism,Major,CS201,Administrator,20,True
2025-06-23,Fabrication,Minor,PHYS101,Instructor,13,False
2025-06-23,Unauthorized AI Use,Minor,PHYS101,TA,19,False
2025-06-23,Unauthorized AI Use,Major,MATH101,Peer,16,False
2025-06-23,Cheating,Moderate,PHYS101,Peer,20,False
2025-06-24,Plagiarism,Major,CS201,Administrator,15,False
2025-06-24,Unauthorized AI Use,Moderate,PHYS101,TA,16,False
2025-06-25,Fabrication,Minor,CS201,Instructor,17,False
2025-06-25,Facilitation,Minor,MATH101,Peer,20,False
2025-06-25,Cheating,Minor,ENG101,Peer,12,False
2025-06-25,Plagiarism,Major,ENG101,Administrator,9,True
2025-06-25,Unauthorized AI Use,Moderate,PHYS101,Peer,17,False
2025-06-25,Fabrication,Minor,PHYS101,Peer,18,False
2025-06-25,Fabrication,Minor,CS201,Instructor,10,False
2025-06-25,Plagiarism,Major,CS201,Peer,13,True
2025-06-26,Fabrication,Minor,MATH101,TA,12,False
2025-06-26,Cheating,Moderate,ENG101,Instructor,11,False
2025-06-26,Cheating,Minor,PHYS101,Instructor,12,False
2025-06-26,Cheating,Moderate,CS201,Instructor,15,False
2025-06-26,Facilitation,Moderate,ENG101,TA,15,True
2025-06-26,Fabrication,Minor,CS101,Peer,16,False
2025-06-26,Facilitation,Minor,MATH101,TA,14,False
2025-06-26,Cheating,Major,PHYS101,TA,17,False
2025-06-26,Unauthorized AI Use,Minor,MATH101,Instructor,19,False
2025-06-26,Unauthorized AI Use,Moderate,CS101,TA,15,True
2025-06-27,Cheating,Minor,MATH101,Instructor,18,False
2025-06-27,Plagiarism,Moderate,ENG101,Administrator,13,False
2025-06-27,Plagiarism,Minor,CS201,Instructor,12,False
2025-06-27,Unauthorized AI Use,Moderate,ENG101,TA,19,False
2025-06-27,Cheating,Moderate,MATH101,Peer,23,False
2025-06-27,Unauthorized AI Use,Major,MATH101,Peer,14,True
2025-06-27,Unauthorized AI Use,Minor,MATH101,Peer,17,False
2025-06-27,Unauthorized AI Use,Moderate,MATH101,TA,17,False
2025-06-28,Cheating,Moderate,PHYS101,TA,21,False
2025-06-28,Plagiarism,Major,PHYS101,Peer,14,False
2025-06-28,Facilitation,Minor,CS101,Administrator,14,False
2025-06-29,Plagiarism,Minor,PHYS101,TA,19,True
2025-06-29,Cheating,Major,CS101,Administrator,10,True
2025-06-29,Plagiarism,Minor,CS201,Administrator,16,False
2025-06-29,Plagiarism,Moderate,CS201,Administrator,10,False
2025-06-29,Plagiarism,Major,ENG101,Instructor,16,False
2025-06-29,Plagiarism,Moderate,PHYS101,Instructor,14,False
2025-06-30,Fabrication,Minor,MATH101,Administrator,21,False
2025-06-30,Cheating,Major,PHYS101,Peer,10,True
2025-06-30,Plagiarism,Minor,CS101,TA,12,False
2025-06-30,Unauthorized AI Use,Moderate,CS101,TA,7,False
2025-07-01,Cheating,Moderate,PHYS101,Peer,15,False
2025-07-01,Facilitation,Moderate,ENG101,TA,22,False
2025-07-01,Cheating,Major,MATH101,Administrator,14,False
2025-07-01,Plagiarism,Major,MATH101,Administrator,16,False
2025-07-01,Unauthorized AI Use,Minor,ENG101,TA,14,False
2025-07-01,Cheating,Moderate,ENG101,Peer,17,False
2025-07-01,Fabrication,Major,CS201,Peer,22,False
2025-07-01,Facilitation,Minor,CS201,Administrator,16,False
2025-07-02,Facilitation,Major,CS101,Peer,20,False
2025-07-02,Facilitation,Major,PHYS101,Peer,14,False
2025-07-02,Fabrication,Major,CS101,TA,19,False
2025-07-02,Fabrication,Major,CS101,TA,16,False
2025-07-02,Fabrication,Major,ENG101,Instructor,20,False
2025-07-02,Plagiarism,Moderate,CS201,Instructor,12,True
2025-07-03,Plagiarism,Moderate,ENG101,TA,19,False
2025-07-03,Fabrication,Moderate,PHYS101,TA,18,False
2025-07-03,Cheating,Moderate,MATH101,Peer,16,False
2025-07-03,Unauthorized AI Use,Major,CS101,TA,15,False
2025-07-03,Plagiarism,Major,CS101,Peer,12,False
2025-07-03,Unauthorized AI Use,Moderate,PHYS101,Instructor,15,False
2025-07-03,Plagiarism,Major,CS201,Peer,15,False
2025-07-03,Plagiarism,Minor,PHYS101,Administrator,10,False
2025-07-03,Plagiarism,Moderate,PHYS101,TA,16,False
2025-07-04,Cheating,Minor,PHYS101,Administrator,15,False
2025-07-04,Plagiarism,Moderate,MATH101,TA,23,False
2025-07-04,Cheating,Major,ENG101,Administrator,14,True
2025-07-04,Fabrication,Moderate,PHYS101,TA,12,False
2025-07-04,Plagiarism,Moderate,CS101,Peer,9,True
2025-07-04,Plagiarism,Major,ENG101,TA,19,False
2025-07-04,Plagiarism,Moderate,MATH101,Administrator,16,False
2025-07-05,Cheating,Moderate,CS101,Peer,14,False
2025-07-05,Facilitation,Moderate,MATH101,Instructor,18,False
2025-07-05,Plagiarism,Minor,CS201,TA,8,False
2025-07-05,Plagiarism,Moderate,CS201,TA,19,False
2025-07-05,Facilitation,Major,ENG101,Instructor,17,True
2025-07-05,Plagiarism,Major,CS201,Peer,10,True
2025-07-05,Unauthorized AI Use,Major,MATH101,TA,10,True
2025-07-05,Cheating,Major,MATH101,Peer,11,True
2025-07-06,Cheating,Major,ENG101,Administrator,15,False
2025-07-06,Fabrication,Minor,MATH101,Administrator,12,True
2025-07-06,Cheating,Minor,CS101,TA,14,False
2025-07-06,Plagiarism,Minor,CS201,Instructor,16,False
2025-07-06,Plagiarism,Major,PHYS101,Instructor,10,False
2025-07-06,Unauthorized AI Use,Major,PHYS101,Administrator,19,False
2025-07-06,Cheating,Moderate,MATH101,Administrator,12,True
2025-07-06,Cheating,Major,ENG101,Administrator,23,False
2025-07-06,Cheating,Minor,MATH101,Administrator,18,False
2025-07-07,Plagiarism,Minor,MATH101,TA,16,False
2025-07-07,Fabrication,Major,MATH101,Instructor,17,True
2025-07-07,Facilitation,Minor,CS201,TA,17,False
2025-07-07,Cheating,Minor,CS201,Administrator,18,False
2025-07-07,Plagiarism,Major,PHYS101,Peer,11,False
2025-07-07,Unauthorized AI Use,Moderate,CS201,Administrator,12,False
2025-07-07,Fabrication,Minor,PHYS101,Instructor,17,False
2025-07-07,Cheating,Major,MATH101,TA,16,False
2025-07-08,Cheating,Moderate,ENG101,Instructor,14,False
2025-07-08,Plagiarism,Major,PHYS101,Administrator,16,False
2025-07-08,Facilitation,Major,PHYS101,Administrator,19,False
2025-07-08,Cheating,Moderate,CS101,Instructor,17,False
2025-07-09,Cheating,Moderate,ENG101,Administrator,12,False
2025-07-09,Unauthorized AI Use,Moderate,CS201,TA,22,False
2025-07-09,Unauthorized AI Use,Major,MATH101,Administrator,16,False
2025-07-09,Fabrication,Minor,MATH101,Administrator,13,False
2025-07-09,Plagiarism,Major,CS101,Peer,18,False
2025-07-09,Fabrication,Minor,PHYS101,Administrator,20,False
2025-07-09,Cheating,Moderate,CS201,Peer,16,False
2025-07-09,Facilitation,Major,CS101,Instructor,13,True
2025-07-09,Plagiarism,Major,CS101,Instructor,13,True
2025-07-09,Cheating,Moderate,ENG101,Administrator,17,False
2025-07-09,Plagiarism,Major,CS101,Administrator,13,False
2025-07-10,Plagiarism,Minor,PHYS101,Peer,20,True
2025-07-10,Plagiarism,Minor,MATH101,Instructor,12,False
2025-07-10,Facilitation,Major,CS201,Administrator,17,False
