design_type,efficacy_score,student_engagement,learning_outcome,ai_detection_rate,student_satisfaction,implementation_cost,faculty_workload,class_size,subject
Scaffolded,0.7989619365395948,0.6634016303657552,0.825426816597556,0.788129018331219,0.6885286305863351,Low,Medium,186,STEM
Scaffolded,0.7476730621794684,0.7500066629615398,0.5861170487547155,0.6621021935917404,0.6955027558245651,High,Low,74,Humanities
Scaffolded,0.6785710013610818,0.6700833858728645,0.4676914727777425,0.4352296801239664,0.4953642097097176,Medium,High,35,Social Sciences
Scaffolded,0.7560649922522066,0.5714110010535716,0.6928576064105755,0.4059012541698258,0.4137204837603815,Low,High,47,Social Sciences
Scaffolded,0.5979653279274998,0.3040550745017225,0.8074906323897522,0.5079170648554645,0.6877269998599641,Medium,Low,70,Social Sciences
Scaffolded,0.6346202693540488,0.5149410285628742,0.6853324040230733,0.32918941809498226,0.8418861298781558,Low,High,55,Social Sciences
Scaffolded,0.6275498943333997,0.742549077844386,0.7959994023227539,0.44969956643453035,0.590022585412865,Medium,High,199,Humanities
Scaffolded,0.7358281871538498,0.46191732206648206,0.7570127738765215,0.5387643416109809,0.826560213947498,Low,Medium,126,STEM
Scaffolded,0.6722697564314309,0.8560088051562247,0.9430461010425831,0.6533850598105758,0.6819932308895371,Medium,Low,59,Humanities
Scaffolded,0.8026288464060909,0.5364720204812458,0.6338539823328271,0.4413696089601945,0.6654275406296695,High,Low,82,STEM
Scaffolded,0.8354928577660997,0.7776899445208207,0.6163909755830621,0.7897053734228384,0.527781577951756,High,Medium,55,STEM
Scaffolded,0.8157238157938022,0.7353462266762221,0.5966048515544208,0.6178008619453352,0.744358554938034,High,Medium,197,STEM
Scaffolded,0.5001614613864038,0.6748698902631838,0.6640911484339358,0.5025538949380074,0.807663492746922,High,High,163,Social Sciences
Scaffolded,0.8153588757327466,0.750533603578462,0.7129644713885402,0.6372011074980641,0.822104522197847,Medium,High,154,Social Sciences
Scaffolded,0.5895353755933989,0.6934490797209112,0.8990202653222121,0.404325506432276,0.7996973009921452,Medium,Low,29,Social Sciences
Scaffolded,0.8259196218124756,0.6090304716086995,0.8998705892517553,0.6732534271239603,0.8256112810258505,Low,Low,56,Social Sciences
Scaffolded,0.8542892689554996,0.6213764851185262,0.42316046769985177,0.34561526987946783,0.567175705700804,Medium,Medium,58,Social Sciences
Scaffolded,0.7720176300282501,0.3785508121308826,0.7073455128801046,0.5243172678183842,0.7155819004072999,High,Medium,161,STEM
Scaffolded,0.811282776286415,0.4005216230725682,0.659456736625458,0.40439550302978533,0.6016482022826053,Low,Medium,193,STEM
Scaffolded,0.6583315685563028,0.6401031616516242,0.5580679356065579,0.6804177510822321,0.7513278920658899,Low,Medium,64,Humanities
Scaffolded,0.5924686225046565,0.5270653220667344,0.6936511875416377,0.24648205686525465,0.36343780707363466,Medium,High,195,Humanities
Scaffolded,0.7947269958268994,0.7024783157126014,0.722514627014002,0.13017273423590114,0.5293787185469077,Medium,High,172,Social Sciences
Scaffolded,0.698210475281527,0.46095591771930583,0.6466333396353372,0.2817594995503663,0.7295228231546855,High,Medium,165,Social Sciences
Scaffolded,0.5867705853557179,0.4571898575344671,0.6424312079707021,0.4969869467114393,0.9925830968743228,Low,High,171,STEM
Scaffolded,0.7609917134389187,0.9029153726809236,0.8030856577451412,0.6723406583640178,0.7236461672589886,Medium,High,97,Social Sciences
